index,word,count,vec_len,cos_avg
25515,fleets,7427,1.541404,0.50015664
25359,shortstop,7427,1.4090302,0.5078742
22206,cruising,7425,1.4961336,0.4822112
26276,jordanian,7424,1.5054908,0.4969995
26102,colourful,7421,1.4522519,0.5018184
24394,dependency,7421,1.55882,0.4511914
23520,lauderdale,7421,1.5535805,0.43633795
19982,tau,7419,1.484802,0.38036537
18373,idle,7418,1.5584419,0.4071842
16789,cheating,7418,1.4308374,0.44140822
24312,subunit,7418,1.4264767,0.4539889
24438,idols,7418,1.5669547,0.47012317
26235,horticultural,7416,1.4619038,0.48325494
20177,calculating,7415,1.4168894,0.49092537
22487,tides,7415,1.5168593,0.45571095
23802,maneuvers,7414,1.4978415,0.48022634
23366,peat,7414,1.5922415,0.44674447
26118,deterioration,7414,1.4213786,0.5128741
26451,declines,7413,1.5236949,0.51394296
20061,guillaume,7412,1.4802904,0.50298643
18479,hydro,7411,1.329097,0.38278976
20239,guido,7410,1.5171605,0.4660673
25492,epoch,7409,1.5400358,0.4595484
22464,spurred,7408,1.4340438,0.49155846
23640,violate,7408,1.4979798,0.47887233
18048,slade,7407,1.4182496,0.40493312
24670,fundamentally,7406,1.4907433,0.5125168
24855,hornets,7404,1.5244964,0.48688185
23916,charismatic,7402,1.4590217,0.48545218
25096,cavaliers,7402,1.4426162,0.4792229
15531,gratitude,7401,1.2735314,0.4683664
20950,xml,7401,1.4351338,0.45380983
19675,dickens,7400,1.4876919,0.4441997
19803,blended,7398,1.4516536,0.4700713
25106,sociologist,7397,1.4668385,0.5101783
21375,galactic,7397,1.5609084,0.4397592
14063,elijah,7396,1.3034744,0.38812673
23441,lombard,7394,1.5654231,0.44009322
26427,carbonate,7394,1.4617656,0.4789971
23268,dow,7394,1.5484188,0.41419747
16215,th,7391,1.3308966,0.3428346
21554,fir,7391,1.6706961,0.39514366
25376,outlying,7390,1.5147766,0.48753828
24590,sporadic,7389,1.3641392,0.4748961
7345,fist,7389,1.2684051,0.38358575
25428,psychologists,7389,1.4887347,0.5047885
26321,breakaway,7388,1.5909781,0.46194243
23910,winery,7388,1.4393426,0.45231587
27143,domestically,7387,1.5700096,0.5003425
21866,disposed,7387,1.6818835,0.4275741
22463,piazza,7387,1.4988496,0.46973276
22870,forefront,7384,1.402609,0.45109275
25622,unsuitable,7384,1.4183104,0.49711055
25985,hotspur,7383,1.5077848,0.45016798
24414,designate,7381,1.5019357,0.47189718
20645,hendrix,7380,1.3941345,0.41400865
28373,backstroke,7378,1.397464,0.47837648
11752,patience,7378,1.3387493,0.39541253
19954,murdoch,7378,1.4729359,0.41350925
26329,conscription,7377,1.5452013,0.4715934
25904,xinjiang,7376,1.6320368,0.48790374
24840,improves,7376,1.4402024,0.512252
25059,maldives,7374,1.6074933,0.48002332
24328,thistle,7373,1.5136409,0.46855885
21916,traveller,7372,1.4581023,0.45626822
24949,inaccurate,7372,1.4310985,0.5031205
22580,dialogues,7372,1.4699814,0.49207833
21089,inadvertently,7372,1.4153602,0.4940272
18911,pots,7372,1.4856077,0.44846508
21496,captives,7369,1.3933837,0.48202696
21969,dissolve,7368,1.4806061,0.4780016
5808,waist,7367,1.1901453,0.38410088
19193,nj,7364,1.6048574,0.43314666
22570,expressive,7360,1.4050008,0.49427915
25925,upgrading,7360,1.4999331,0.5134961
25916,cholera,7359,1.5199559,0.47559214
23318,repetition,7358,1.4284472,0.47622353
23622,beaufort,7358,1.6043494,0.4642113
16174,bodyguard,7358,1.2790607,0.4567997
24363,auschwitz,7358,1.6773413,0.45851654
14513,rack,7358,1.4145747,0.3664021
9828,lied,7355,1.3272576,0.39895532
24656,tyres,7355,1.6219093,0.46485066
17319,undoubtedly,7355,1.3779999,0.48783216
21726,fractured,7354,1.4058594,0.48541984
21994,vans,7354,1.5265343,0.45929593
25612,enroll,7353,1.3983594,0.4751706
16949,pops,7352,1.4668757,0.4015481
24160,johnstone,7352,1.4735553,0.48536614
21326,roc,7350,1.619162,0.36004797
24451,observes,7350,1.42192,0.50779873
20163,carver,7349,1.3859905,0.44821566
19406,elevators,7349,1.4873022,0.45039925
24223,marquette,7349,1.491137,0.4772
27236,contenders,7348,1.4582441,0.49126363
25095,analytics,7348,1.4481157,0.47284454
17153,tor,7348,1.3855523,0.34987456
22964,legislator,7347,1.4574438,0.49329984
23389,trough,7347,1.4668095,0.4557863
23198,intercourse,7345,1.3638358,0.46441287
25408,miscellaneous,7345,1.5464841,0.45479077
24797,pharmaceuticals,7345,1.3800197,0.5049232
26512,promoters,7345,1.5219164,0.50243634
26857,cornerback,7343,1.3981119,0.51612747
23646,firearm,7342,1.4077003,0.49380314
27001,partnering,7342,1.4974431,0.48187932
20774,usher,7340,1.536852,0.42658764
25571,logos,7340,1.5149283,0.46293378
25819,commencing,7339,1.5875384,0.50810176
26021,recommends,7337,1.5374925,0.4969048
25543,arterial,7337,1.4863995,0.4830906
16877,joaquin,7337,1.4708124,0.46334842
19542,dion,7334,1.5772661,0.39987186
23250,speculative,7333,1.4354479,0.47438782
25654,supplements,7332,1.4830819,0.47988066
26582,orthodoxy,7332,1.4962041,0.49381146
24399,pistons,7332,1.4779457,0.48982134
23045,satisfactory,7331,1.4337106,0.4969789
21072,jarvis,7331,1.3729138,0.46085027
20533,cary,7330,1.5873367,0.42937568
19958,dolly,7329,1.4587505,0.4356728
14768,sour,7328,1.4468576,0.401338
22614,rebellious,7327,1.3861974,0.5074756
21805,haynes,7326,1.4165994,0.4802982
24889,annapolis,7326,1.6022552,0.478538
23794,msc,7325,1.550288,0.46353072
24142,antrim,7323,1.4664574,0.48515096
24236,waterfalls,7323,1.3859086,0.4913646
22818,sachs,7321,1.5413959,0.43594143
20077,assessing,7320,1.3874978,0.5116015
24319,footprint,7320,1.5332519,0.43642884
22961,continuum,7320,1.5689508,0.45652822
25505,facilitating,7319,1.3656678,0.5393789
25088,educating,7319,1.5066386,0.4929175
20888,communicating,7316,1.4631914,0.48514956
21214,pilgrim,7314,1.4546505,0.4534559
27842,submissions,7312,1.4278963,0.48605523
21054,murdering,7312,1.4093621,0.49590197
17732,tents,7311,1.4230033,0.4592856
26325,prohibiting,7311,1.4436959,0.51548797
19122,stallion,7309,1.4088808,0.43951562
18040,rosemary,7309,1.43075,0.43778935
24948,convicts,7305,1.4631574,0.46851563
26507,lauded,7305,1.4482461,0.53159744
26330,defected,7305,1.511446,0.4810603
10794,dagger,7304,1.2224226,0.3961455
18173,ignorance,7302,1.4282675,0.47123542
24584,improvisation,7302,1.364646,0.46753183
23563,repetitive,7302,1.4082781,0.49373242
27393,parentheses,7301,1.6011459,0.4134386
18851,mustang,7301,1.3929423,0.43054888
21570,fulfilling,7300,1.5053905,0.46579072
20595,kilometer,7300,1.5335438,0.4918705
25276,adhere,7299,1.4603369,0.4773746
22079,gunn,7298,1.5045811,0.41244188
25502,modulation,7297,1.4417635,0.49157953
25040,durban,7295,1.5364144,0.49423346
8334,jared,7293,1.161294,0.35173595
24648,felony,7293,1.4480138,0.47354093
24943,ramps,7292,1.5127218,0.4866555
23982,romani,7292,1.5209692,0.43730107
20803,parry,7289,1.4175098,0.45782542
23150,mimic,7289,1.4123703,0.423404
25497,centrally,7288,1.6164137,0.47591263
19925,cullen,7287,1.3818042,0.43216088
24678,armagh,7286,1.4569225,0.50009394
14285,rory,7284,1.2640814,0.3951487
24013,usable,7284,1.5200195,0.48771882
25692,demoted,7283,1.5517936,0.51437443
12526,diaz,7283,1.3249738,0.43950528
24156,improper,7283,1.3915231,0.48975253
25748,backlash,7279,1.5045747,0.47775346
15887,fixing,7279,1.5139858,0.4303748
20768,henley,7278,1.5342866,0.43515295
25696,adventist,7276,1.6024244,0.4379342
17446,ignition,7276,1.5042375,0.43831372
23932,allotted,7275,1.5315794,0.48443645
26811,relocating,7275,1.4304004,0.5305814
8143,faint,7274,1.2600039,0.3944412
23129,gabon,7271,1.5258143,0.49170628
23923,bk,7271,1.5790395,0.45837358
22515,sabah,7270,1.591972,0.473317
21381,myrtle,7270,1.4926759,0.43667728
24202,ghent,7269,1.5450634,0.50266176
24791,aiding,7268,1.4826232,0.50266874
24625,corrosion,7267,1.5056157,0.46566162
15562,veil,7266,1.4111867,0.40270218
19887,marianne,7266,1.3619971,0.47628966
26155,naacp,7266,1.5960081,0.45407134
27682,itf,7266,1.6009474,0.44045734
21887,corona,7265,1.4757879,0.41340184
19902,karma,7265,1.5449522,0.4111373
25357,adapting,7265,1.5232961,0.5043336
7618,kissing,7265,1.2364728,0.39418894
25045,curvature,7263,1.5288421,0.484266
18874,glee,7262,1.4483973,0.43544328
27069,quarries,7261,1.4782599,0.49575868
27602,dispersal,7260,1.5489726,0.47340164
26075,bolivian,7260,1.5393767,0.5096503
18959,dislike,7259,1.3883616,0.47146055
8768,blanket,7259,1.1621444,0.392887
15967,drunken,7258,1.3032657,0.45123485
23953,plaintiffs,7258,1.4527309,0.4847048
26049,strikers,7256,1.4994,0.48297817
20997,roach,7255,1.5002986,0.42772907
26244,catalytic,7253,1.5807657,0.4647204
22875,goodwill,7252,1.5308717,0.43332085
24477,bolshevik,7252,1.5097333,0.50037414
19430,promo,7251,1.4319488,0.43575552
25765,smallpox,7250,1.5270386,0.4808464
23458,trillion,7249,1.785948,0.45636356
24686,cosmopolitan,7246,1.5092183,0.47564545
27683,tortricidae,7246,1.5912573,0.38303858
20588,regis,7246,1.6275296,0.39915758
15883,reese,7245,1.3107619,0.40227586
28585,mergers,7244,1.6035086,0.48114374
26178,budgets,7242,1.5874159,0.49395716
23449,horseshoe,7242,1.5117664,0.45575646
25415,donegal,7242,1.5203524,0.49611843
13919,rhys,7241,1.3977141,0.37550104
25177,contiguous,7240,1.574145,0.49705178
25472,pisa,7239,1.718029,0.4887569
15677,fascinated,7237,1.3962722,0.4740928
23939,insurgency,7236,1.4293374,0.5042272
25870,influencing,7236,1.4682117,0.51079607
21896,ballard,7236,1.4438919,0.45502755
20372,grams,7235,1.4779716,0.44123334
22764,helium,7235,1.4717004,0.45374542
22687,corvette,7235,1.438815,0.46754757
13011,edged,7233,1.4382156,0.43899488
21019,duff,7231,1.4569252,0.38659313
22053,meritorious,7231,1.3913002,0.4710343
21536,jing,7230,1.5176291,0.46321136
21943,outnumbered,7229,1.6505429,0.449723
26847,polled,7228,1.6171563,0.46734804
21234,houghton,7228,1.4869349,0.47983858
26165,frankish,7224,1.4723055,0.4950484
17324,cb,7224,1.4795436,0.39925137
23007,magistrates,7224,1.467596,0.49983346
19891,historia,7223,1.5290896,0.44658777
25824,vedic,7223,1.5357198,0.48108786
14616,presses,7222,1.4763782,0.44449285
28529,taekwondo,7222,1.584247,0.47966942
16702,vines,7221,1.3537837,0.44732726
26595,prelate,7220,1.5030001,0.4734933
25172,impairment,7220,1.4075929,0.46710393
23733,borrowing,7220,1.5027293,0.4700267
18500,dracula,7220,1.4455831,0.43709022
25125,renal,7219,1.5294487,0.49353942
23716,claremont,7219,1.6311736,0.4470524
25468,leukemia,7218,1.5874363,0.47953328
22625,fidelity,7217,1.5752912,0.4537464
26411,lowlands,7217,1.5256183,0.5031721
29606,genealogical,7217,1.5896816,0.4693683
23889,introductory,7217,1.4081677,0.49056724
25930,nk,7216,1.6645547,0.43587595
20325,donkey,7215,1.3415058,0.4476526
25369,singled,7215,1.587625,0.4384114
21583,olson,7215,1.3889357,0.46837884
26848,regatta,7215,1.4444398,0.45486772
14225,jealousy,7213,1.2734604,0.43283936
21395,lange,7213,1.5477523,0.43708503
26004,valuation,7212,1.5062102,0.47336775
25187,elaborated,7212,1.486499,0.5062585
25160,wrocław,7212,1.603501,0.48395312
13041,handing,7211,1.3322345,0.43449634
8016,excuse,7211,1.3943908,0.3691563
25549,synchronized,7210,1.5948372,0.4747417
23746,tt,7210,1.5894698,0.429288
23054,fargo,7209,1.5568165,0.4300674
26615,attaining,7208,1.4960582,0.52892095
13688,hernandez,7207,1.2608804,0.47095546
19456,gears,7206,1.4458084,0.4318183
24361,amateurs,7205,1.5586332,0.4660068
22711,weaponry,7204,1.3570732,0.50352937
12256,mon,7203,1.3795925,0.34970182
26183,grasslands,7202,1.41799,0.5228026
19710,viet,7202,1.7216538,0.4223912
21464,elmer,7199,1.5305177,0.4601839
22876,worshipped,7199,1.5550923,0.4814118
26045,parasitic,7198,1.5123005,0.4966934
12631,kin,7197,1.3263234,0.34660384
23652,panorama,7196,1.4969444,0.45786196
15026,coated,7195,1.3589705,0.46746337
24560,harrow,7194,1.4968688,0.44323036
26590,loyalists,7194,1.4608642,0.48630565
21178,sweeney,7191,1.4212725,0.45384163
22490,inherit,7190,1.5826602,0.45110998
25320,gland,7189,1.5180346,0.4503924
20863,fern,7187,1.4485838,0.41833034
25943,malls,7186,1.4231905,0.4642514
22710,rumored,7186,1.4890817,0.48426592
27369,ratification,7185,1.5100905,0.4885241
24126,amiga,7183,1.510767,0.44313005
24931,adjective,7183,1.4018874,0.46277604
20866,baird,7182,1.3885208,0.44021264
23445,trojan,7182,1.5322348,0.42006853
24710,simulations,7182,1.4859302,0.47623196
17973,widening,7181,1.5005847,0.48607892
23262,paints,7181,1.5017681,0.4671425
25194,stimulated,7180,1.5109298,0.51005465
24326,palo,7180,1.6489011,0.43802312
26912,foraging,7178,1.4815725,0.5037322
14106,zombies,7177,1.2709081,0.4448336
25227,pressured,7176,1.5111824,0.5113388
23283,confirms,7175,1.4110521,0.51288563
20495,eileen,7173,1.3687955,0.47293872
24211,estranged,7173,1.4188652,0.49616882
25814,formulas,7172,1.34971,0.4960958
27097,surpassing,7172,1.5353434,0.50204104
21909,braun,7170,1.5592958,0.4517774
24812,moors,7169,1.6588882,0.46101752
22611,starvation,7168,1.4293374,0.48081753
24813,pastures,7167,1.5394577,0.47355556
25770,upland,7166,1.4755653,0.47819817
24888,kv,7165,1.7093823,0.4329006
22128,avatar,7165,1.4288653,0.44737342
18765,dai,7165,1.4219097,0.37471512
23110,muir,7164,1.6313559,0.4473949
24809,hanoi,7161,1.5244492,0.48288637
22213,realities,7161,1.4169257,0.4843585
29271,militias,7160,1.4753501,0.511286
19006,outrage,7159,1.3115939,0.47404796
16113,jaws,7158,1.4502544,0.4391048
25245,aztec,7158,1.5570462,0.45706478
25010,aeronautical,7157,1.4978085,0.49192405
25281,encompass,7157,1.4526743,0.50043535
27721,spearheaded,7157,1.4029937,0.53344184
28053,redeveloped,7157,1.4545242,0.5198017
17963,reggie,7156,1.3465351,0.43891373
25881,astronauts,7155,1.4995576,0.4844985
12191,laptop,7155,1.2453727,0.44284812
12176,cleaned,7155,1.2833575,0.45124987
22613,shipment,7153,1.4583174,0.47964406
23892,mutants,7153,1.5007567,0.4726165
20259,secrecy,7152,1.4664402,0.45351046
13905,despair,7152,1.2404432,0.4827324
24604,resin,7151,1.4394039,0.47146478
26402,inhibit,7151,1.2746578,0.48060912
29400,starters,7150,1.5003792,0.45991814
20365,wonderland,7149,1.519712,0.4368331
22476,attach,7149,1.3789933,0.47165433
18490,danielle,7147,1.341249,0.44684374
26215,supplementary,7147,1.508346,0.49683708
23715,booster,7147,1.5389036,0.43224287
23497,fountains,7146,1.4741876,0.48369893
23181,perished,7146,1.4490075,0.49764198
21773,edmond,7145,1.500935,0.46241218
20905,bearer,7144,1.5571487,0.40629712
26697,sikhs,7144,1.5421543,0.48975486
20949,onion,7144,1.4863238,0.45718843
26635,parades,7143,1.4891536,0.48617277
20930,hottest,7141,1.6503693,0.44855464
22512,pleas,7140,1.5876292,0.422618
23383,yerevan,7140,1.51471,0.49134743
23772,spd,7139,1.5324734,0.47289497
20775,henrietta,7139,1.3741354,0.44269586
26131,degraded,7138,1.4931498,0.48376757
23275,periphery,7138,1.5246577,0.47242895
25332,crises,7137,1.4126731,0.51186603
25851,unspecified,7135,1.5335537,0.4812763
15888,fiddle,7135,1.4694777,0.4349059
26684,genealogy,7135,1.5227332,0.47573006
15611,carolyn,7133,1.231702,0.4295104
13073,fiona,7132,1.2178875,0.40227124
12263,thirds,7131,1.6287316,0.4040399
25834,conversions,7131,1.5797848,0.48002908
22078,moe,7128,1.6178961,0.42404023
22501,downing,7127,1.6094958,0.45366082
24674,anchors,7126,1.5612603,0.46080452
24386,piracy,7125,1.5212183,0.47433496
15669,ale,7124,1.4098833,0.36080897
16220,cass,7124,1.390896,0.35844094
28044,reunification,7123,1.6414729,0.4714656
6966,reminded,7122,1.3213471,0.3877908
24364,crowns,7122,1.6156673,0.46499482
19569,claudio,7121,1.5250089,0.48265493
25986,restrictive,7116,1.4704397,0.49635607
26524,mammalian,7116,1.4330097,0.5149113
25720,uppsala,7114,1.5065947,0.49841362
26222,croats,7113,1.5701183,0.4906964
23771,soho,7112,1.5066392,0.47566488
22982,calhoun,7112,1.4113834,0.47802073
11576,freak,7111,1.2917742,0.38167417
21356,camouflage,7110,1.4175614,0.45154294
22524,appendix,7110,1.5547646,0.4489766
20699,plotting,7109,1.4860039,0.4672907
20120,balancing,7108,1.5143522,0.45066682
8342,wiped,7108,1.3843652,0.39919364
4046,grabbed,7108,1.0642053,0.41963622
17213,forgiveness,7107,1.3633332,0.44507396
26284,stockport,7107,1.3734983,0.50593305
22130,maynard,7107,1.4369966,0.45336813
22988,ignacio,7105,1.4842973,0.501923
23026,refueling,7105,1.53118,0.47652096
22186,spence,7105,1.4088819,0.4591193
26676,supermarkets,7104,1.4591249,0.50826395
14889,locking,7104,1.4587563,0.45943207
22112,messiah,7102,1.493588,0.45742777
24005,ornaments,7101,1.3802218,0.49908018
25480,sanitary,7101,1.5664653,0.4590179
10739,answering,7100,1.4051462,0.40540355
25922,superliga,7099,1.6496568,0.4526961
25117,peptide,7098,1.4567491,0.4763049
19361,kahn,7097,1.5969332,0.4229572
18152,vowed,7096,1.4748493,0.48332363
23731,padma,7096,1.6158835,0.45257464
22470,lieu,7095,1.5051037,0.42583096
24050,fiesta,7095,1.4340076,0.47062305
24846,sociological,7095,1.4193058,0.5139098
20445,bodily,7094,1.5386405,0.4510148
21960,griffiths,7093,1.3696316,0.4800172
20599,beckett,7093,1.3991886,0.43227538
26168,zoological,7092,1.5018697,0.46840492
26462,lifespan,7092,1.4625317,0.4746938
26503,argyle,7091,1.5244883,0.45668027
22873,giacomo,7090,1.4937391,0.51007015
23912,dortmund,7090,1.4933178,0.5070883
25847,gregorian,7088,1.5920169,0.43960777
22136,chico,7087,1.6168782,0.44604158
24983,magnesium,7087,1.4381593,0.49447498
23886,revered,7086,1.4208853,0.5209479
25956,dissatisfied,7086,1.4028658,0.50479066
24036,evangelist,7086,1.5581387,0.45658436
23289,rave,7086,1.5477298,0.42190242
22848,dupont,7085,1.5301112,0.44840753
14462,winged,7083,1.3501902,0.429297
27306,leaflets,7083,1.5286813,0.46758214
23914,everest,7082,1.5156391,0.42666057
27888,bromwich,7081,1.6287237,0.4641069
27023,purported,7081,1.4215144,0.48869604
14143,estadio,7080,1.53795,0.4053219
18704,dire,7078,1.5410635,0.42100796
27551,juris,7077,1.8333833,0.43046355
26886,grading,7076,1.6006612,0.45651942
25268,johor,7074,1.6087848,0.46590227
14488,praying,7074,1.3957888,0.44306734
25562,cores,7073,1.4775372,0.4751318
26790,privateer,7073,1.4766225,0.47589475
25845,maximize,7072,1.5300807,0.5059452
19332,nico,7072,1.4812027,0.40277067
24042,airplanes,7072,1.4230746,0.50604147
21196,aziz,7071,1.5653319,0.4846533
17255,bubbles,7071,1.3949413,0.4368136
21549,fences,7070,1.4426376,0.45749247
26609,standalone,7070,1.4013872,0.4975196
24212,fabricated,7070,1.4671574,0.48418438
26382,newtown,7070,1.5730844,0.470753
26254,castes,7069,1.4685016,0.45304143
18399,rust,7069,1.4310546,0.3854319
28000,statehood,7068,1.6268932,0.48343197
26810,rayon,7067,1.6604415,0.409314
23143,marital,7067,1.4588625,0.4763796
23621,seafood,7067,1.3896263,0.4865446
24753,severn,7067,1.6260762,0.46603423
21428,christoph,7065,1.6027622,0.494493
21617,rani,7065,1.6577979,0.45881492
22170,dormant,7064,1.5126573,0.45076713
25473,phosphorus,7063,1.5000664,0.46988386
25366,pretoria,7060,1.4628614,0.50225306
22672,highlanders,7059,1.5267746,0.48042887
22019,chevalier,7058,1.5486925,0.46697795
25239,revolutions,7058,1.5633516,0.47431275
17750,muzzle,7057,1.5652672,0.43779483
18101,ruthless,7057,1.2139965,0.49525774
22389,goldsmith,7057,1.4624257,0.46720186
23190,horizontally,7057,1.4778982,0.49559718
25395,cmll,7057,1.6078346,0.42435655
26805,zhejiang,7057,1.5519949,0.5197128
21352,lakshmi,7053,1.4910709,0.49280152
22563,hk,7053,1.601452,0.444627
24249,wharton,7053,1.4771471,0.47410694
26955,guerrillas,7052,1.456512,0.51107836
17664,salute,7052,1.505351,0.40998694
26001,rescues,7052,1.445386,0.5184214
22209,erwin,7052,1.5815142,0.47619304
14745,pencil,7051,1.3688287,0.4027622
27784,footballers,7051,1.5188882,0.49170303
26301,schoolhouse,7051,1.4254102,0.4730757
25569,keynote,7051,1.4237286,0.44905406
25736,craftsmen,7050,1.3488427,0.50994736
23977,storing,7049,1.4901698,0.5014153
23244,brawl,7048,1.4741211,0.48062193
13566,intend,7047,1.3482631,0.45118663
18087,groom,7047,1.4799482,0.41424826
20795,martian,7047,1.4870874,0.43955186
15820,rosie,7047,1.3178922,0.41619816
20517,hopper,7043,1.4366287,0.42449826
23495,yusuf,7042,1.556286,0.49423343
23972,strategically,7042,1.6285683,0.4680986
16185,arte,7038,1.6017923,0.40536034
23790,toro,7038,1.7596265,0.4418435
21840,graeme,7038,1.5542374,0.45559627
26733,rediscovered,7037,1.5478921,0.49236742
27025,teaming,7037,1.4919196,0.46941572
22891,afforded,7035,1.4566989,0.4757409
23655,preschool,7034,1.4955058,0.47706228
16183,sal,7033,1.3210918,0.3403155
29272,postdoctoral,7031,1.4862092,0.45149755
17710,ke,7031,1.2078683,0.35448185
27145,featherweight,7030,1.4343278,0.48205996
27092,fares,7030,1.5902778,0.46241075
25140,portage,7030,1.567647,0.46919194
20520,arturo,7030,1.4400635,0.45974883
18847,mono,7029,1.2734983,0.35656378
27592,northwards,7029,1.5034757,0.52587074
21739,thereof,7028,1.722572,0.41601068
22147,sharpe,7028,1.4265574,0.42074203
17632,wedge,7027,1.3987466,0.4123915
20396,directional,7026,1.4824218,0.44561505
24677,britannia,7025,1.6211153,0.45733297
19857,flu,7024,1.5503381,0.3565889
27343,distinguishes,7024,1.5007887,0.47699878
24545,expands,7024,1.4868243,0.51575214
21008,dora,7023,1.5243876,0.41271806
27169,junctions,7022,1.5802108,0.4922845
27855,renumbered,7022,1.5876601,0.47934324
24954,bjp,7021,1.4617443,0.47024378
22990,kaplan,7021,1.4404596,0.47602588
27216,polymers,7019,1.4270713,0.5168688
20851,ample,7018,1.4740301,0.46383023
24251,alleviate,7017,1.3514193,0.51160777
25644,regulators,7017,1.5089141,0.47982198
24134,compute,7017,1.5401354,0.46998718
26434,arenas,7016,1.5749533,0.48165572
22689,lavish,7016,1.4222262,0.47390473
20933,fuji,7015,1.50608,0.41949397
26014,alteration,7015,1.4768289,0.49613106
25161,orton,7013,1.525653,0.45646855
26485,detainees,7013,1.4408687,0.5029785
22751,underwood,7012,1.400641,0.46406248
25147,tubular,7011,1.5268631,0.49517438
24031,yamaha,7011,1.5129923,0.46981224
24111,saddam,7010,1.4897642,0.4430068
11139,ups,7009,1.4406816,0.37434173
26435,mediation,7009,1.5239992,0.47122607
24941,padua,7008,1.5336562,0.5024385
15658,rumble,7008,1.4048641,0.43806165
23149,mcdonnell,7007,1.5078465,0.46331313
23166,thence,7006,1.5697418,0.45213392
25796,radically,7004,1.4361488,0.52474165
25183,rebelled,7003,1.453214,0.50171494
21306,endings,7003,1.4819268,0.4487458
21299,bose,7003,1.6439846,0.44782916
25004,kimberley,7002,1.6256884,0.45737895
27055,marlins,7002,1.517832,0.4861777
24959,invoked,7001,1.509298,0.47985262
15470,obey,7001,1.4300019,0.4333135
24275,kildare,7000,1.4885201,0.49908614
25617,indefinite,6999,1.4893707,0.46862546
24961,sparsely,6998,1.5363909,0.4883588
24252,eastman,6997,1.4780508,0.4482627
25202,enriched,6995,1.5825322,0.4858195
22064,nw,6994,1.557647,0.44480732
18244,grossing,6993,1.5090494,0.44893688
12669,meg,6993,1.314873,0.36587977
25206,locus,6991,1.5906478,0.43940178
22603,radcliffe,6990,1.5503567,0.44693083
22073,tags,6990,1.4433154,0.44544688
22466,bari,6989,1.5502554,0.40337062
20649,chicks,6987,1.466491,0.43966705
27180,bequeathed,6986,1.3792672,0.49392852
23964,routines,6986,1.3872663,0.48445097
23157,argent,6985,1.5208381,0.41266227
16880,shocking,6985,1.2979215,0.47971213
19387,rt,6985,1.4841069,0.40474907
22361,outsiders,6984,1.4545451,0.47478506
22715,burr,6984,1.4827706,0.39326355
21258,dodd,6984,1.5670943,0.44661677
26311,albans,6984,1.5460054,0.49111477
19379,rum,6980,1.4404163,0.3733681
21110,lai,6979,1.4938389,0.38582122
23921,telegram,6976,1.4858216,0.45436767
20923,munro,6975,1.4414358,0.4319225
24928,publicized,6975,1.4312733,0.50355846
25835,hierarchical,6974,1.4654405,0.5010994
21002,outsider,6973,1.4328002,0.4437093
24479,antibiotics,6973,1.5227305,0.47914016
25174,undermine,6973,1.3358186,0.5114791
27397,showcases,6973,1.400807,0.5220744
24035,aviator,6972,1.504474,0.4632841
26904,iihf,6972,1.6935245,0.4266361
14196,violently,6969,1.2867985,0.48242214
18877,prologue,6968,1.4162906,0.43239874
21125,priced,6967,1.5158564,0.47316498
20425,cadillac,6966,1.4479388,0.46848893
23999,disks,6964,1.4011527,0.49461052
23213,mccormick,6964,1.4079171,0.4578278
9253,neo,6963,1.3093991,0.38959873
24832,frequented,6963,1.423987,0.4902067
25496,aromatic,6962,1.5569307,0.49852905
27371,earls,6962,1.6104275,0.49443585
14833,theo,6961,1.3641723,0.37262195
26767,lodges,6961,1.5252312,0.4679606
14008,wes,6961,1.3721234,0.38266027
25860,wellness,6960,1.4747504,0.47750562
25876,incompatible,6960,1.5127567,0.4938242
27526,mobilized,6959,1.549507,0.5006521
26835,pathogen,6958,1.3881111,0.44716927
25199,trieste,6957,1.5552957,0.5009707
16588,trance,6957,1.398219,0.42728993
25947,adolescents,6957,1.3692473,0.509389
26453,stigma,6955,1.612025,0.44076964
23561,template,6953,1.3856751,0.45510986
24641,unauthorized,6953,1.4733417,0.48495892
11561,babe,6953,1.3475229,0.38767657
24155,estimation,6953,1.4547725,0.48496503
25354,transient,6953,1.466424,0.47744626
27811,classed,6953,1.4862909,0.50308216
12665,scare,6952,1.4013858,0.39840296
26366,williamsburg,6952,1.5790972,0.47956362
11480,anxious,6950,1.1962341,0.47673506
26331,trondheim,6949,1.5719444,0.49978483
27848,cornice,6947,1.4513165,0.47650182
27289,serialized,6947,1.532115,0.4681038
25489,westchester,6945,1.4560574,0.49932572
16672,vance,6945,1.2942783,0.41430554
25714,vitro,6945,1.5112488,0.44039828
21311,whitman,6944,1.4657393,0.44243693
22529,mosquito,6943,1.4325744,0.43203658
22999,gilmore,6943,1.4925697,0.46749142
26773,regulates,6939,1.4626065,0.49330226
27601,corresponded,6939,1.5800755,0.48364094
22089,pharaoh,6938,1.4039544,0.45733872
26025,stagecoach,6936,1.5388677,0.45883647
23326,huts,6936,1.5350494,0.48495197
18165,dominique,6936,1.4366816,0.42598918
13956,pushes,6935,1.3117272,0.49539682
15537,reminds,6935,1.4848078,0.43030354
23105,superficial,6934,1.425979,0.46661723
25197,arboretum,6934,1.4979386,0.4541912
27464,hellenistic,6934,1.4987129,0.48700136
25123,fabrics,6933,1.3376272,0.50129485
26894,trafford,6932,1.6114445,0.45529386
13955,mara,6931,1.367992,0.37694013
17810,nana,6930,1.5064006,0.41483423
